username,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus,crm,crn,nts_nts,fm,vandal
Payachio,1,1,1,0,0,0,1,0,1,0,0,1,1
Crash674,0,0,0,0,0,0,0,0,0,0,0,0,1
Jai98,1,0,1,1,1,1,1,0,1,1,1,0,0
Honorabletundra,0,0,0,0,0,1,0,0,0,1,0,0,1
Gingerrules,0,0,0,0,0,1,0,0,0,1,0,0,1
Sigmankatie,0,0,0,0,0,0,0,0,0,0,0,1,0
BarrettHess,0,0,0,0,0,1,0,0,0,1,0,0,0
Mogsy181,0,0,0,0,0,1,1,0,0,1,0,0,1
Sumit Bhatia Karnal,1,1,1,0,0,0,1,0,1,0,0,1,0
Pradeepn3,0,1,1,0,0,0,0,0,1,0,0,1,0
CHICKENWAFFLESGRAPEJUICE,0,0,0,1,0,1,1,0,0,1,0,0,1
Aemoore13,0,0,1,0,0,0,1,0,1,0,0,0,0
WKChris,0,0,0,0,0,0,0,0,0,0,0,1,0
CA Ajey Singh,1,0,0,0,0,0,0,0,1,0,0,1,0
HendrikusBV,0,0,0,1,1,1,0,0,0,1,1,0,0
Poopoop12,0,0,0,1,0,1,1,0,0,1,0,0,1
Ateeqtak,0,1,1,0,0,0,0,0,1,0,0,1,0
Nsperling,1,1,1,0,0,1,0,0,1,1,0,1,0
Flyguy2040,0,0,0,1,0,0,0,0,0,1,0,0,1
Justinralphman888,1,1,1,0,1,1,1,1,1,1,1,0,0
MKayeGSA,0,0,0,0,0,0,0,0,0,0,0,1,0
Alfie594,0,0,1,0,1,0,0,0,1,1,0,0,1
Skiman12345,0,0,0,1,0,1,0,0,0,1,0,0,1
RudiSteenkenbotts,0,0,0,1,0,0,0,0,0,1,0,1,0
Knowitallbiatch,0,0,0,0,0,1,0,0,0,1,0,0,1
Megamurg,0,0,0,0,0,1,0,0,0,1,0,0,1
Mr.Davidovic,1,1,1,1,1,1,1,0,1,1,0,0,0
Ly0asiapigm,0,0,1,0,0,0,0,0,1,0,0,1,0
Bknonlnkkn Bakabvqnwnn,0,0,0,0,0,0,0,0,0,0,0,1,1
Andretf,0,0,0,0,0,0,0,0,0,0,0,1,0
Falseclaimdelete,0,1,1,0,0,0,1,0,1,0,0,1,0
Narryhotcocoa,0,0,0,1,0,1,0,0,0,1,0,0,1
Dylancooldude,0,0,0,0,1,1,1,0,0,1,0,0,1
Savedship002,1,0,1,0,1,1,1,0,1,1,0,0,1
TRThorntonesq,1,0,1,0,0,1,1,0,1,1,0,1,0
Bbhhuuffllkkgghh,0,0,0,0,0,1,1,0,0,1,0,0,1
ObjectiveDan,0,0,1,1,0,1,1,0,1,1,0,1,0
Hahahahah96,0,0,1,1,0,0,1,0,1,1,0,0,1
Kazar Abdullah,1,1,1,1,1,0,0,0,1,1,0,1,0
Orrogers,1,1,1,1,1,1,0,0,1,1,0,1,0
Avinash10121989,1,0,0,0,0,0,0,0,1,0,0,1,0
Robert S Womack,1,1,0,0,0,0,0,0,1,0,0,1,0
Minecrafter2345,0,0,0,0,0,0,0,0,0,0,0,1,0
Jastout,1,1,1,1,1,1,1,0,1,1,1,1,0
LILSOULJA SWAGG OUT,0,1,0,0,0,0,0,0,1,0,0,1,0
Nopeman,0,0,0,0,0,1,1,0,0,1,0,0,1
Nclridd,0,0,0,1,1,1,1,0,0,1,0,0,0
Tracks bannu,1,1,1,0,0,0,1,0,1,0,0,0,0
Xobaer.hasan,1,1,0,0,0,0,0,0,1,0,0,1,0
Fruity117,0,0,0,0,0,1,0,0,0,1,0,0,1
Medomonen,0,0,1,1,1,1,1,0,1,1,0,1,1
69Jew69,0,0,1,1,0,1,1,0,1,1,0,0,1
Tainted Ice,0,1,1,0,1,1,1,0,1,1,0,1,1
Tripleplay1998,0,0,0,1,0,1,1,0,0,1,1,0,0
Tallinn TV Tower,0,0,0,0,1,1,0,0,0,1,0,1,0
Dreadstarismybro,0,0,0,0,0,1,1,0,0,1,0,0,1
Benji7600,1,0,1,1,1,1,1,0,1,1,1,1,0
Kagawaen,1,0,1,1,0,1,1,1,1,1,1,0,0
Ikseevon,1,1,1,1,0,1,1,1,1,1,0,1,0
TheMilitaryExpert,1,1,1,1,1,1,1,0,1,1,1,0,0
Harri10,0,0,0,0,0,0,0,0,0,0,0,0,1
Gideon Prinsloo,0,0,0,1,1,1,1,0,0,1,1,0,0
Dick turpentine,0,0,0,0,0,1,1,0,0,1,1,0,0
Darksinisterlife,0,0,0,0,1,1,1,0,0,1,0,0,1
Himoiiodfoifdoiooioi0990,0,0,0,0,1,0,0,0,0,1,0,0,1
Mynameisnotbarackobama,0,0,0,0,0,1,1,0,0,1,0,0,1
Anubhab.kabir,0,1,0,0,0,0,0,0,1,0,0,1,0
5050cal,0,0,0,0,0,1,0,0,0,1,1,0,1
NotAPianoKey,0,0,0,0,0,1,0,0,0,1,0,0,0
Matt burton11,0,1,0,0,0,0,0,0,1,0,0,1,0
Passwo,0,0,0,0,0,1,1,0,0,1,0,0,1
Cantiun,0,0,0,1,0,0,0,0,0,1,0,1,0
Mr. Shlime,0,0,0,0,0,0,0,0,0,0,0,0,1
Supertaylor69,0,0,0,0,0,1,1,0,0,1,0,0,1
BusinessLaw2013,0,0,0,0,1,0,0,0,0,1,1,0,1
RangoJango,0,0,0,1,0,1,1,0,0,1,0,0,1
JimBWatkin,0,1,1,1,1,1,1,1,1,1,0,0,1
"Hosan,jvm",1,0,1,0,0,0,1,0,1,0,0,1,0
Cdfwedits,1,1,1,1,0,1,1,1,1,1,1,1,0
Younicesilver,1,0,0,0,0,0,0,0,1,0,0,1,0
Zackvish,0,0,0,0,0,0,0,0,0,0,0,0,1
Godzilla1999,1,0,1,0,0,0,1,0,1,0,0,1,1
Disease101,0,0,0,0,1,0,0,0,0,1,0,1,0
TheZane323,0,0,1,0,1,1,1,0,1,1,1,0,1
Lonpabay,1,1,1,0,0,0,1,0,1,0,0,1,0
Putting things straight,0,0,0,0,0,1,1,0,0,1,0,0,0
Behavioralwareness,0,0,1,1,0,1,1,0,1,1,0,0,0
LauraALo,1,1,1,1,1,1,1,0,1,1,1,1,0
Islandboy1998,0,0,0,1,0,1,1,0,0,1,0,0,1
MetabolicElizabeth,1,0,0,1,1,1,1,0,1,1,0,1,0
JohnBuddle170,1,0,0,0,0,0,0,1,1,0,0,1,0
Theprophet11499,0,0,1,0,0,0,1,0,1,0,0,1,0
Simu singh chandi,1,1,1,1,0,0,0,0,1,1,0,0,0
Panto on Ice,1,0,1,0,0,0,1,0,1,0,0,1,0
Dr. Andrea Bruce,1,1,1,1,1,1,1,1,1,1,1,1,0
Burtreynolds69,0,0,0,0,1,0,0,0,0,1,0,0,1
Lolumadtroll,0,0,0,1,0,1,0,0,0,1,0,0,1
LoveGypsy,0,0,1,0,0,0,0,0,1,0,0,1,0
Marco.rusconi,0,0,1,1,0,0,0,0,1,1,0,1,0
AmericaTheGreatest,1,0,1,1,0,0,1,0,1,1,0,1,1
Teamextreme1999,1,0,1,0,0,0,1,0,1,0,0,1,1
Yunusemregenc,0,0,0,1,1,1,1,0,0,1,1,0,1
Baskar87,1,0,1,0,0,0,1,0,1,0,0,1,0
Mukburger 3,0,0,0,0,0,0,0,0,0,0,0,0,1
SSp3,0,0,0,0,0,0,0,0,0,0,0,1,0
Czestja,1,1,1,0,0,0,1,0,1,0,0,1,0
Lavender Purple22,1,1,1,0,0,0,1,0,1,0,0,1,0
Abipooshan2014,1,1,0,0,0,0,0,0,1,0,0,1,0
ShadowtailedFox,0,1,0,0,0,0,0,0,1,0,0,1,0
Flaming Raccoons,1,1,0,0,0,0,0,0,1,0,0,1,0
EinVaktel,1,1,0,0,0,0,0,0,1,0,0,1,0
Youaloser,0,1,1,1,0,1,1,0,1,1,0,0,1
MLGB0NGH1T5,0,0,0,0,0,0,0,0,0,0,0,0,1
Kyle24basketball,0,0,0,0,1,0,0,0,0,1,0,0,1
Cooldj101,0,1,1,0,0,1,1,0,1,1,0,0,0
Rydbergite,0,0,0,1,1,1,0,0,0,1,1,0,0
Bixonfire,0,0,0,1,1,1,1,0,0,1,0,0,0
Adrene1986,1,1,1,1,1,1,1,0,1,1,0,1,0
Liverpoolfcboiz,0,0,0,1,1,0,0,0,0,1,0,0,1
Adzadz,0,1,1,0,0,0,1,0,1,0,0,0,0
Gotricebeeotch,0,1,0,0,0,1,0,0,1,1,0,0,1
Whenumomcomhome,0,0,0,0,0,1,0,0,0,1,0,0,1
AnthonyHasNoFriends,0,0,0,1,0,1,1,0,0,1,0,0,1
Jack Odanaka,0,1,0,0,0,0,0,0,1,0,0,1,0
Rubert ABC,1,1,1,1,1,1,1,1,1,1,1,0,0
Kevindkline,0,0,0,0,0,0,0,0,0,0,0,0,1
T-Nancee,1,1,1,0,0,0,1,0,1,0,0,1,0
Billy hilly,0,0,0,1,0,1,0,0,0,1,1,0,1
Larrythetomato,0,1,1,0,0,0,0,1,1,0,0,0,0
MasterHaydow,0,0,0,0,1,1,1,0,0,1,0,0,1
Swagpurpleswag,0,0,1,0,0,1,1,0,1,1,0,0,1
Robinaluja,1,0,1,1,1,1,1,0,1,1,0,0,0
CowboyGamer,1,0,0,0,0,1,1,0,1,1,0,1,1
Dbmksmsmbt,0,0,0,0,0,0,0,0,0,0,0,0,1
Eamono,0,0,0,0,0,0,0,0,0,0,1,0,1
Landon618r,0,0,0,1,1,1,1,0,0,1,0,0,1
Lauramarie pepsin,1,1,1,0,0,0,1,0,1,0,0,1,0
Bad Boys Clubbb,1,1,1,0,0,0,1,0,1,0,0,1,1
Junkstarbuilds,0,1,1,0,0,0,0,0,1,0,0,1,0
MrTrollol,0,0,0,1,0,1,1,0,0,1,0,0,1
Swag123456789101112,0,0,0,1,0,0,0,0,0,1,0,0,1
Ayylmao666,0,0,0,1,0,1,1,0,0,1,0,0,1
Astralmeson,0,0,0,0,1,1,1,0,0,1,1,0,0
Dinesh.Lrm,1,1,0,0,0,0,0,0,1,0,0,1,0
Aesthethe,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiros Damodaran,0,0,1,0,0,0,0,0,1,0,0,1,0
Trollman6999,0,0,0,0,0,1,0,0,0,1,0,0,1
Wacve,0,0,1,0,0,0,1,0,1,0,0,1,1
TastyCookies27,0,0,0,0,1,1,0,0,0,1,0,0,0
Aesheticinfo,1,1,1,0,1,1,1,1,1,1,0,1,0
Bellarybrother,1,0,1,1,1,1,1,1,1,1,1,0,0
Siali07nile,0,0,0,1,1,0,0,0,0,1,0,0,1
Nb10219,0,0,0,0,0,1,1,0,0,1,0,0,1
APTeacher13,1,0,1,0,0,0,1,0,1,0,0,1,1
JLSCrawford,0,0,0,0,0,0,0,0,0,0,0,1,0
Khanyousaf54,0,0,0,1,1,1,1,0,0,1,0,0,0
Sludgefunk,0,1,0,0,0,0,0,0,1,0,0,1,0
12ab34cd56,0,0,0,1,0,0,1,0,0,1,0,0,1
DihllonJessie,0,0,0,0,0,1,1,0,0,1,0,0,1
Llyf Jennifer,1,1,0,0,0,0,0,0,1,0,0,1,0
IPOOPONYOURFACE,0,0,0,1,0,1,1,0,0,1,0,0,1
Sammmccann,0,0,0,1,0,1,1,0,0,1,0,0,1
MenoetiusTheTitan,0,0,0,0,0,0,0,0,0,0,0,0,1
Claudiostudious,1,1,1,0,0,0,1,0,1,0,0,1,0
Fyrgufggvkahvcjkfhgjslkhvjk,0,0,0,0,0,1,0,0,0,1,0,0,1
Snowymoon64,0,0,0,0,0,0,0,0,0,0,0,0,1
Trocafish,0,0,1,1,1,1,1,0,1,1,0,1,0
1chandler1,0,0,0,1,0,1,1,0,0,1,0,0,0
Katrulestheworld,0,0,0,1,0,1,1,0,0,1,0,0,1
Alexis101beast,0,0,0,0,0,1,1,0,0,1,0,0,1
Axm6226,0,0,0,0,1,1,1,0,0,1,0,0,1
Enthusiast101,0,0,0,1,0,1,1,0,0,1,0,0,1
Hidayatshikari,0,0,0,0,0,0,0,0,0,0,0,1,0
Tanhans,0,0,0,1,1,0,0,0,0,1,0,0,0
Dieguisss,0,1,1,0,0,0,1,0,1,0,0,1,0
Aljabar42,0,0,0,1,0,1,1,0,0,1,0,0,1
Thebestesteditor,0,0,0,0,0,1,0,0,0,1,0,0,1
Habib1982,0,0,0,1,0,0,1,0,0,1,0,0,1
Frbosoy,1,0,1,1,1,1,1,0,1,1,0,1,0
Lukeama,0,0,0,0,0,1,0,0,0,1,0,0,1
Harrycecilross,0,1,0,0,0,0,0,0,1,0,0,1,0
Lexyn,0,0,0,1,1,0,0,0,0,1,0,0,1
Nbastek,1,0,1,0,0,0,1,0,1,0,0,1,0
Bobshka,0,0,0,0,0,1,1,0,0,1,0,0,1
SmallArsee142,0,0,0,0,0,1,1,0,0,1,0,0,1
Turtleman22,1,1,1,1,0,1,1,0,1,1,0,0,1
Fullmetalswift,0,0,0,0,0,0,0,0,0,0,0,0,1
Curryfacemcpunjabi,0,0,0,0,0,1,0,0,0,1,0,0,1
Balaki 12,1,1,0,1,1,1,1,0,1,1,0,0,0
Tori Neely,0,0,0,1,0,1,1,0,0,1,0,0,1
Elektronikz,0,0,0,1,0,1,1,0,0,1,0,0,1
PizzaCity1999,0,0,1,0,0,0,1,0,1,0,0,1,1
THEWIKIMACHINE,0,0,1,1,0,1,1,0,1,1,0,0,0
Sanimal2090,0,0,0,0,0,1,1,0,0,1,0,0,1
YippyYippyMan,0,0,0,0,0,1,0,0,0,1,0,0,1
Ediyerhernandez,1,0,1,1,1,1,1,0,1,1,0,1,0
Professor GaYbe,0,0,0,1,0,0,0,0,0,1,0,0,1
Marzians,0,0,1,1,1,1,1,0,1,1,1,1,0
GeorgeAtie20,1,0,1,1,1,1,1,0,1,1,1,0,0
SexySpacePirate,0,0,0,0,0,1,1,0,0,1,0,0,1
Kaylabk,0,0,0,1,1,0,0,0,0,1,0,1,0
JahleeleStanley,0,0,0,0,0,1,1,0,0,1,0,0,1
Jitendra Gahlod,0,1,1,0,0,0,1,0,1,0,0,1,0
Jvanboggelen,0,0,0,1,1,1,0,0,0,1,0,1,0
Pokemonlplayer,0,0,0,0,0,1,1,0,0,1,0,0,1
Transdonia,1,0,1,0,0,1,1,0,1,1,0,1,0
Kelly123456,0,0,0,0,0,1,1,0,0,1,0,0,1
Bagel.potato.waffle,0,0,0,1,0,0,0,0,0,1,0,0,1
MonicaDust,0,0,1,0,0,0,1,0,1,0,0,1,1
Specifique,0,1,0,0,0,0,0,0,1,0,0,0,0
Drizzy61,0,0,0,1,1,1,1,0,0,1,0,0,1
EPPET,1,1,1,0,0,0,1,0,1,0,0,1,1
Bmcomer,1,1,1,0,0,0,1,1,1,0,1,1,0
JrScholes,0,0,0,0,0,1,0,0,0,1,1,1,1
Awesome mcbeasty,0,0,0,1,0,1,1,0,0,1,0,0,1
BrockPoirier,0,0,0,1,0,0,0,0,0,1,0,0,1
Puppy100000,1,0,0,1,0,1,1,0,1,1,0,0,0
Pennsif,1,0,1,0,0,0,1,0,1,0,0,1,0
Hasnainshah72,0,0,0,0,0,0,0,0,0,0,0,0,0
Carneyperson,0,0,0,1,1,1,1,0,0,1,0,0,0
Unkownimous,0,0,0,0,0,1,0,0,0,1,0,0,1
Theblackmamba69,0,0,0,0,0,1,0,0,0,1,0,0,1
Thataltgirl,0,0,0,1,0,1,1,0,0,1,0,1,0
Keith Kiely,0,0,0,0,0,1,0,0,0,1,0,0,1
Icydarklord9,0,0,0,0,0,0,0,0,0,0,0,0,1
Gespafresca,0,0,0,0,0,1,0,0,0,1,0,1,0
"Vocbdthyv byrbhnim, lnh i fhit. hd",0,0,0,0,0,1,0,0,0,1,0,0,1
Wikiprague,1,1,1,0,0,0,1,0,1,0,0,1,0
Gfhazard,0,0,0,0,0,0,0,0,0,0,0,0,1
Steve Keener,0,0,0,0,1,0,0,1,0,1,0,0,1
Jussbecuzkey,0,0,0,0,0,1,1,0,0,1,0,0,1
Melviapereira,1,1,1,0,0,0,1,0,1,0,0,1,0
Andreea Mihai,1,0,0,1,0,1,1,0,1,1,0,1,0
Benspring100,1,1,1,0,0,0,1,0,1,0,0,1,1
Whoismichaelzee,0,1,1,0,0,0,1,0,1,0,0,1,0
MADMENROCK,0,0,0,0,0,0,0,0,0,0,0,0,1
Louie fareed,1,1,1,0,0,0,1,0,1,0,0,1,0
Goodiesohhi,0,0,0,1,0,1,1,0,0,1,0,0,0
Sarfaraz mdsa,1,1,1,0,0,0,1,0,1,0,0,1,0
Shashank Jayaram,0,0,0,0,0,0,0,0,0,0,0,0,0
REBELSROCK99,0,0,0,1,0,1,1,0,0,1,1,0,1
Jaconator6,0,0,0,1,1,1,1,0,0,1,0,0,1
Blesseddude,0,0,0,0,0,1,1,0,0,1,0,0,1
Nail aayan,1,1,1,0,0,0,0,0,1,0,0,1,0
ClayClay123,0,0,0,0,0,1,1,0,0,1,0,1,1
Erika Chachan,0,0,1,1,0,0,0,0,1,1,0,1,0
Fishycrackers007,0,0,0,0,0,1,1,0,0,1,0,0,1
BigJFreeeb,0,0,0,0,1,1,0,0,0,1,0,0,1
Yocho,0,0,0,1,1,1,0,1,0,1,1,0,0
Jamiegirgin2000!,0,0,0,0,1,1,0,0,0,1,0,0,1
Ridesthewind,1,1,1,0,0,0,1,0,1,0,0,1,0
Ragun01,1,1,1,1,1,1,1,0,1,1,1,0,1
Muytr,1,1,1,1,1,1,1,0,1,1,0,0,1
LolCiaronlol,0,0,0,1,0,1,1,0,0,1,0,0,1
Matt3399,0,0,0,1,0,0,0,0,0,1,0,0,1
Syedabbas291,1,0,1,0,0,0,0,0,1,0,0,1,0
Meihuanghai,1,1,1,1,1,1,1,0,1,1,1,0,0
IamIrshadAli,0,0,0,0,0,0,0,0,0,0,0,1,0
Elkevbo1323232,0,0,0,0,0,0,0,0,0,0,0,1,1
LytesOut64,0,0,0,0,0,1,1,0,0,1,0,0,1
ScreamingDuck,1,1,1,1,1,1,1,1,1,1,1,0,0
Ericwarnecke,0,0,0,0,0,1,0,0,0,1,0,0,1
XboxGamer22408,0,0,0,0,0,0,0,0,0,0,0,0,0
Samteny,0,0,0,1,1,1,0,0,0,1,0,0,1
Blo8888,0,0,0,0,1,1,1,0,0,1,0,0,1
Directorofshows,0,0,0,0,1,1,0,0,0,1,0,0,1
Calderdalem,0,0,0,0,0,0,0,0,0,0,0,0,0
Faisalibrahim111,1,1,1,0,0,0,1,0,1,0,0,1,0
GeorgLeft,1,1,1,0,0,0,1,0,1,0,0,1,0
Arcussenilis,0,0,1,1,1,1,1,0,1,1,1,0,0
Anup Kumar Maurya,1,0,0,0,0,1,0,0,1,1,0,0,0
Summerbreezeintheheat,1,0,1,1,0,1,1,0,1,1,0,0,0
Tiltturn,0,0,0,0,0,0,0,0,0,0,0,1,1
Christianknillisawesome123,0,0,0,0,0,1,1,0,0,1,0,0,1
Yhp98music,1,0,1,0,0,1,1,0,1,1,1,0,0
Donogo,0,0,0,0,0,0,0,0,0,0,0,1,0
Wasahobo,0,0,0,1,1,1,0,0,0,1,0,1,1
FSUrv95,0,1,0,1,0,1,1,0,1,1,1,0,0
Kaitlyncranston,0,0,0,0,0,0,0,0,0,0,1,0,1
Licwang,1,0,0,0,0,0,0,0,1,0,0,1,0
Hicalibre009,0,0,0,1,1,1,1,0,0,1,1,0,0
Staleshah,0,0,0,0,0,0,0,0,0,0,0,1,0
48halfhours,0,0,0,1,1,0,0,0,0,1,0,0,0
Haxis27,0,0,0,1,0,1,1,0,0,1,1,0,1
DenzilSequeira,1,0,1,0,0,0,1,0,1,0,0,1,0
WoofWoofWoof5,0,1,1,0,0,0,0,0,1,0,0,0,0
Prettyboymycko,1,1,0,0,0,0,0,0,1,0,0,1,0
Zhmr,1,1,1,1,1,1,1,1,1,1,1,0,0
Hsa pyaravaram,0,0,0,0,0,0,0,0,0,0,0,1,0
Donald Urquhart,1,1,1,1,0,0,1,0,1,1,0,0,0
Clyide Harice,0,0,0,1,1,0,0,0,0,1,0,0,1
PixelatedPanda,1,1,1,0,0,0,0,0,1,0,0,1,0
BilboBaggins123,0,0,0,0,0,1,1,0,0,1,0,0,1
Lucy4962,0,1,1,0,1,0,0,0,1,1,0,1,0
Asdfghjkl1238798,0,0,0,1,0,1,1,0,0,1,0,0,1
Samroath1,0,0,0,0,0,0,0,0,0,0,0,0,1
Ilikeaboy,0,0,0,0,0,0,0,0,0,0,0,1,1
Alirulez,0,0,0,1,0,1,0,0,0,1,0,0,1
VandaGuy,0,0,0,1,0,0,1,0,0,1,0,0,0
Koafc,0,0,0,0,0,1,0,0,0,1,0,0,1
Kord Kakurios,0,1,1,0,0,0,0,0,1,0,0,1,1
Ho Nguyen Han,0,1,0,0,1,0,0,0,1,1,0,0,0
Kesha44670,0,0,0,1,0,1,1,0,0,1,0,0,1
NCTANEWS,0,0,0,0,1,0,0,0,0,1,0,0,1
Testing9999,0,0,0,0,0,0,0,0,0,0,0,1,0
Mdprinters,1,1,1,0,0,0,1,0,1,0,0,1,0
MarissaLanae,0,0,0,0,0,0,0,0,0,0,0,0,0
Thennicke,1,1,1,1,1,1,1,1,1,1,1,0,0
Tblumenschein1,1,1,1,0,0,0,0,0,1,0,0,1,1
DirtShark,0,0,0,0,0,0,0,0,0,0,0,0,1
Adraenyse,1,0,1,0,0,0,1,0,1,0,0,1,0
Cally Patterson,1,0,0,0,0,1,1,0,1,1,0,0,0
Erkjhgiushfbnkj.xcvns,0,0,0,0,0,1,1,0,0,1,0,0,1
Morissetsam,0,0,0,0,0,1,1,0,0,1,0,0,1
TheRunningDude,0,0,1,0,0,0,1,0,1,0,0,0,0
Slesv,0,0,0,0,0,1,1,0,0,1,0,0,1
Freshmen334,0,0,0,1,0,1,1,0,0,1,0,0,1
Anasoon212,0,0,0,1,0,1,1,0,0,1,1,0,1
Njmcdaniel,1,1,1,0,0,0,1,0,1,0,0,1,0
X=CaptainMouse=X,0,0,0,0,0,0,0,0,0,0,0,0,0
Azackta1,1,1,1,1,1,1,1,1,1,1,0,1,0
Haigkirik,1,1,1,1,0,1,1,0,1,1,0,1,0
Wikibullymagnet,0,0,0,1,1,1,1,0,0,1,1,1,0
Hs374874,0,0,0,0,0,1,1,0,0,1,0,0,1
Kidklimowicz,0,0,0,1,0,0,0,0,0,1,0,0,1
Olympicgymnast365,0,0,0,1,1,0,0,0,0,1,0,0,1
Hiteshsaldi,1,1,1,1,1,1,1,0,1,1,0,0,1
Jessetit,0,0,0,0,0,0,0,0,0,0,0,0,1
4play227,0,0,0,0,0,1,1,0,0,1,0,0,1
Donnatorrence1,1,1,1,1,0,1,1,0,1,1,0,1,0
DefinitelyNotAHacker,0,0,0,0,0,1,0,0,0,1,0,0,1
Lirry,0,0,0,1,0,1,1,0,0,1,0,0,1
Nadia luluk,1,1,1,0,0,0,1,0,1,0,0,1,0
Rkkhare,1,1,1,1,1,1,1,0,1,1,0,1,0
Goneforsoldiers,0,0,0,0,0,0,0,0,0,0,1,1,0
Irinoa,0,0,0,0,0,0,0,0,0,0,0,1,0
Rollerofroyko,0,0,0,0,0,0,0,0,0,0,0,0,1
Kpsingh387,0,1,1,0,0,0,0,0,1,0,0,1,0
Advaitmission,1,0,1,0,0,0,1,0,1,0,0,1,0
"Jdws,nvdlkwrnm",0,0,0,1,0,1,0,0,0,1,0,0,1
Chevy Brusle,0,0,0,0,0,0,0,0,0,0,0,0,1
Idanreich4,0,0,0,0,0,1,1,0,0,1,0,0,1
Imnotauser,0,0,0,1,0,1,1,0,0,1,0,0,1
Ronaldo11dani,0,1,1,0,0,0,0,0,1,0,0,1,0
A7XFTW,0,0,0,0,0,0,0,0,0,0,0,0,1
Ya10d,1,0,0,1,0,1,1,0,1,1,1,1,0
Thisisyourbackstory,0,0,0,0,0,1,0,0,0,1,0,1,1
Seshkari,1,0,1,0,0,0,1,0,1,0,0,1,0
Kiingoo,0,0,1,0,0,1,0,0,1,1,0,0,0
BanetteSpooky,0,0,0,1,0,1,1,0,0,1,0,0,1
Monkey7890,0,0,0,1,1,1,1,0,0,1,0,0,1
CFredkin,1,1,1,1,1,1,1,0,1,1,1,0,0
Jackgrizzly,0,0,0,0,0,0,0,0,0,0,0,1,1
Clark707033,0,0,0,0,0,0,0,0,0,0,0,0,1
Morrison78,0,0,0,0,0,1,0,0,0,1,1,0,1
Saucygoat123,0,0,0,1,0,1,0,0,0,1,1,0,1
Jandee629,0,0,0,1,0,0,0,0,0,1,0,0,0
Xurbanrat,0,0,0,1,1,1,1,0,0,1,0,0,1
Jhp1998,0,0,0,0,0,0,0,0,0,0,0,0,1
AshleyEN,1,1,0,0,0,0,1,0,1,0,0,1,0
Sargeant Hitlah,0,0,0,0,0,1,0,0,0,1,0,0,1
Allhailshadow22,1,0,0,0,1,1,1,0,1,1,0,0,1
RobertCliftonRobinson,1,1,0,0,0,0,0,0,1,0,0,0,0
Misterchanger19,0,0,0,1,0,1,1,0,0,1,0,0,1
Apoorvathegeek,0,0,1,0,0,0,1,0,1,0,0,1,0
Enniscath,1,1,1,0,0,0,0,0,1,0,1,0,0
Alex Praveen Alphonse,1,1,1,0,0,0,1,0,1,0,0,1,0
Swedam,1,0,0,1,1,1,1,0,1,1,0,1,0
Dhansheel kumar,1,1,1,1,1,1,1,0,1,1,0,1,0
Danirlopez,0,0,1,0,0,0,0,0,1,0,0,1,0
Chigwalla,0,0,0,0,0,0,0,0,0,0,0,1,0
Quentin.Ncs,1,1,1,0,0,1,1,0,1,1,0,1,0
DucksAreFriends,0,0,0,0,0,1,1,0,0,1,0,0,1
Aabara oms,0,0,1,0,0,0,1,0,1,0,0,0,0
Georgedodia,1,1,1,1,0,0,1,0,1,1,1,0,0
Binu jayakrishnan,1,1,1,1,1,1,1,0,1,1,1,1,0
Ankalalchalaune,1,1,1,0,0,0,0,0,1,0,0,1,0
D delgado74,0,0,0,1,0,0,0,0,0,1,0,0,1
Arsalan.Azarmi,0,0,0,1,0,0,0,0,0,1,1,1,1
Annacon,0,0,1,0,0,0,1,0,1,0,0,1,0
Feirosnfaifvs,0,0,0,0,0,1,1,0,0,1,0,0,1
TheAmurTiger,0,0,0,1,1,1,1,0,0,1,1,0,0
Gumusyildiz,1,1,0,0,0,0,0,0,1,0,0,1,0
Hunt4blood,0,0,0,0,0,1,1,0,0,1,0,0,1
JESLabour,0,0,1,0,0,1,1,0,1,1,0,1,1
Pitchforkd33,0,0,1,0,0,0,0,0,1,0,0,0,0
Urow3nd,0,0,0,1,0,1,1,0,0,1,0,0,1
Retnee,0,0,1,0,0,0,0,0,1,0,0,1,0
Gordie1,0,0,0,1,0,1,1,0,0,1,0,0,1
WizardBeardBoii,0,0,0,0,0,1,0,0,0,1,0,0,1
Alaskaeagle,0,0,0,1,0,1,1,0,0,1,0,0,1
Gilvray123,0,0,1,1,0,0,0,0,1,1,0,0,1
Yomamam444,0,0,0,1,0,1,1,0,0,1,0,0,1
Jacobindian354,0,0,0,1,0,0,0,0,0,1,0,0,1
Xxxxyyyyzzzz,0,0,0,0,1,0,0,0,0,1,0,0,1
Cookie148,0,0,0,0,0,1,1,0,0,1,0,0,1
Baldwin242424,0,0,0,1,0,1,1,0,0,1,0,0,1
Regular-bypasser,0,0,0,0,0,0,0,0,0,0,0,1,1
Bluesam22,0,0,0,1,0,1,1,0,0,1,0,0,1
Mousse123,0,0,0,1,0,1,1,0,0,1,0,0,1
PercyParkSharks,1,1,1,0,0,0,1,0,1,0,0,1,0
Soothsayer4,1,1,1,0,0,1,1,0,1,1,0,0,0
Wikiuser623,0,0,0,1,0,0,0,0,0,1,0,0,1
Wikitruth32,0,0,0,0,0,1,1,0,0,1,0,1,0
Dontstealmyusernameplease,0,0,0,0,0,0,0,0,0,0,0,0,1
Gregwallace99,0,0,0,1,1,0,0,0,0,1,0,0,1
